Tweet	Cleaned_Text	Sentiment
#TolakPerpresTKA; #TolakPerpresTKA; #2019GantiPresiden; #2019PresidenBaru; ; Hai mahasiswa Indonesia, nih ada hadiah lipstik dan kolor untuk kalian dari seorang kakek tukang beca,1,0,0,1,0,0,0,0,1,0,1,0;;;;;;;;;;;;	['tolak atur presiden tenaga kerja asing tolak atur presiden tenaga kerja asing 2019 ganti presiden 2019 presiden hai mahasiswa indonesia nih hadiah lipstik kolor kakek tukang becak 1 0 0 1 0 0 0 0 1 0 1 0']	negative
USER Kelakar kan hahhaha mmg klaka pon sbb cerita cinta monyet masa skolah menengah \xf0\x9f\xa4\xa3'	['kelakar haha klaka pon cerita cinta monyet sekolah tengah xf0 x9f xa4 xa3']	negative
USER USER \xc2\xab diem lu buaya.'	['xc2 xab diam buaya']	negative
Para pendukung rejim 2 periode mulai sering viralin ceramah dan wawancaranya TGB...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'	['dukung rejim 2 periode viralkan ceramah wawancara tuan guru bajang xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82']	negative
"USER Anak pmr calon dokter gk cupu :'("",0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['anak pmr calon dokter cupu 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Penghina Keluarga Jokowi Langsung Diciduk Giliran Penghina Prabowo SBY dibiarin aja	['hina keluarga jokowi langsung ciduk gilir hina prabowo susilo bambang yudhoyono biar']	neutral
USER bani koplak mana nich kok gak dukung siwanbango bego'	['bani kocak nih dukung siwanbango bego']	negative
Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT	['haha silvy oh silvy cacing ah wkwk debat final pilih kepala daerah jakarta']	negative
USER Ayok kawan kita berangkat\nNaek delman atau onta\xf0\x9f\x98\x82'	['ayo kawan berangkat delman onta xf0 x9f x98 x82']	negative
Gubernur yang patuh lapor LHKPN #GanjarYasin1 #KamiGanjarYasin	['gubernur patuh lapor lapor harta kaya selenggara negara ganjar yasin 1 ganjar yasin']	neutral
USER mau bukti ke RADIKAL an HTI dan FPI?!; apa kurang bukti di setiap orasi-orasinya HTI dan FPI selalu memfitnah dan caci maki terhadap pemerintah,POLRI bahkan ULAMA'/KYAI-KYAI!!! ; dasar otak bebek pura-pura buta dan tuli dengan isi otak junj,1,1,0,1,1,0,1,0,0,0,1,0;;;;;;;;;;;;	['bukti radikal an hati front bela islam bukti orasi orasi hati front bela islam fitnah caci maki perintah polisi republik indonesia ulama kiai kiai dasar otak bebek pura pura buta tuli isi otak junj 1 1 0 1 1 0 1 0 0 0 1 0']	negative
Bahas Islam merusak nilai USER penguatan karakter melalui revitalisasi pendidikan nilai	['bahas islam rusak nilai kuat karakter revitalisasi didik nilai']	negative
bagus....nanti dipakai untuk petisi lengserkan Jokowi ya KembalikanAhokKeCipinang	['bagus pakai petisi lengser jokowi ya kembali ahok cipinang']	positive
RT USER Semoga dimasa depan etnis cina di Indonesia tetap tdk menduduki pemerintahan.. bisa jadi kayak Singapur :)	['moga etnis cina indonesia duduk perintah kayak singapura']	negative
Monyet beneran mati ini mah:)) USER URL	['monyet benar mati uniform resource locator']	negative
Sepandai pandainya kita menyembunyikan bangkai pasti akan tercium juga baunya haha \xf0\x9f\x99\x8a'	['pandai pandai sembunyi bangkai cium bau haha xf0 x9f x99 x8a']	negative
USER USER USER trus Islam ga punya kitab suci?; kok logika lu jatuh ke palung jawa gitu modelnya; tau arti kata fiksi menurut kbbi belum?	['islam kitab suci logika jatuh palung jawa model tau a i fiksi kamus bahasa indonesia']	negative
RT USER Mungkin kata USER: yg dilakukan Raja Salman hanya pencitraan	['raja salman citra']	neutral
USER Untuk mengedukasi manusya2 udik seperti qm misalnya'	['edukasi manusia manusia udik sepe i']	negative
bi dorong pembiayaan syariah untuk pembangunan	['bi dorong biaya syariat bangun']	positive
Nih ya gue jelasin. \n\nCowo. Burungnya gaada. Jadi cewe. Cewenya bernada2. \n\nSIAPA LAGI TRANSGENDER DI INDONESIA YG NYANYI? URL	['nih ya gue cowok burung cewek cewek nada nada transgender indonesia nyanyi uniform resource locator']	negative
USER USER Indonesia sedang di jajah cina...	['indonesia jajah cina']	negative
RT USER Bubarkan DPR gak butuh	['bubar dewan wakil rakyat butuh']	negative
USER NGAKAK NGAPAIN NANYA SAMA GW TAE MINTA DIGAMPAR'	['tertawa gue tai gampar']	negative
USER USER USER Cocot cocot cocot. 2019 bubarin grindra'	['cocot cocot cocot 2019 bubar gerindra']	negative
USER Ayoo ngewe'	['ayo ngewe']	negative
USER yang sampe Januari 1998 masih bilang Anti-Suharto gerakan Komunis yah?'	['januari 1998 bilang anti suha o gera komunis ya']	neutral
USER USER USER USER Gak usah sok bijak. Smua mata sdh liat gimana kebobrokan hukum saat ini. Rakyat sdh bisa menilai loh. Gk bego. Kita lihat nanti #2019GantiPresiden'	['sok bijak mata lihat bobrok hukum rakyat nilai bego lihat 2019 ganti presiden']	negative
RT USER: USER Burma dan Budha memang teroris sebenarnya	['burma buddha teroris']	negative
Hooo keliatan mana yg bego sekarang hahaha'	['hooo bego haha']	negative
Ustadz USER memang penggemar &amp; penggerak olah raga bersepeda di Bekasi. MantaPKS! #20TahunPKS #Asyik	['ustaz gemar amp gerak olah raga sepeda bekas mantap 20 pks asyik']	positive
USER Hehehe emang kampang fandom itu'	['hehe kampang fandom']	negative
USER naek onta kapan nyampe nya\xf0\x9f\x98\xa5'	['onta nya xf0 x9f x98 xa5']	negative
"USER Kalau orang2 yang bawa bom ngaku cuma ""ngetes pak pol"" ... Boleh juga Kali ya pak..hehe, apa kabar pa Ronald',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['orang orang bawa bom aku ketes pol kali ya hehe kabar ronald 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER USER Akhlak mulia presiden USER kl bertemu kiai dan pinisepuh maka ia tak akan menggulung lengan kemejanya. Karena mereka memang sngat pantas dihormati.. .. *tabik	['akhlak mulia presiden be emu kiai pinisepuh gulung lengan kemeja hormat tabik']	negative
ios asw napada ]]'	['ios anjing']	negative
USER Yaudah gwe mau demo minta pak Jokowi ngekick palkjihun dari dunia.	['ya gue demo jokowi tendang palkjihun dunia']	negative
USER Sy jg muak sm lu yg fitnah prabowo	['muak fitnah prabowo']	negative
"USER Maraknya org\xc2\xb2 sipit masuk ke Indonesia hanya pengalihan. Hati\xc2\xb2lah justru kepada Syi'ah rafidhah, biang keroknya segala pemberontakan/kudeta negara\xc2\xb2 muslim ahlussunah di dunia"",1,0,0,1,1,1,0,0,0,0,1,0;;;;;;;;;;;;"	['marak orang xc2 xb2 sipit masuk indonesia alih hati xc2 xb2lah syiah ah rafidhah biang kerok ronta kudeta negara xc2 xb2 muslim ahlusunah dunia 1 0 0 1 1 1 0 0 0 0 1 0']	negative
Ketua DPR Dorong Inspirasi Kreatif Pemerintah Sesuai BudayaÂ Pancasila	['ketua dewan wakil rakyat dorong inspirasi kreatif perintah sesuai budaya pancasila']	neutral
"Gubernur Ahmad Heryawan mengukir sejarah. Bandara super megah ""Kertajati"" dibangun dengan biaya mandiri tanpa menggunakan APBN, murni dikelola oleh Pemprov #JawaBarat. Ini sejarah baru infrastruktur bagi Indonesia.;,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['gubernur ahmad heryawan ukir sejarah bandara super megah ajati bangun biaya mandiri anggar dapat belanja negara murni kelola perintah provinsi jawa barat sejarah infrastruktur indonesia 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER kaya TAI'	['kayak tai']	negative
&lt; bertanya-tanya, apa yang dirinya lakukan di kehidupan sebelumnya sampai-sampai harus bertemu dengan pria asing dan nenyebalkan ini? \n\nDi samping nada bicara sang teruna, Angie juga tidak senang dengan cara pria itu memanggilnya 'non'. Ia mengerti,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['lt be anya laku hidup be emu pria asing sebal mana samping nada bicara sang teruna angie senang pria panggil non menge i 0 0 0 0 0 0 0 0 0 0 0 0']	negative
RT USER Juga jago bakar isu PKI Komunis	['jago bakar isu partai komunis indonesia komunis']	negative
"WASPADA JATENG!!!; Indikasi akan ada mobilisasi massa dri luar jateng untk tamasya pilkada!!!; ; ""Temuan Panwas Brebes, Ada 1 NKK dengan 946 Anggota Keluarga""; USER; USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['waspada jawa indikasi mobilisasi massa jawa tamasya pilih kepala daerah temu panitia awas brebes 1 nkk 946 anggota keluarga 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Bilang sama suami elo USER jangan cengeng suka blok orang oke. Katanya politisi top mantan timses kafir penista agama tapi kok kelakuan cemen. Katanya liberal tapi kok partisan ngehek.	['bilang suami cengeng suka blok orang oke politis top mantan tim sukses kafir nista agama laku takut liberal isan ngehek']	negative
MEMANG ANAK ANJING KAMPANG'	['anak anjing kampang']	negative
USER .... bani kampret .... bani kecebong........ pilih bani adam lah...... soale manusia'	['bani kampret bani kecebong pilih bani adam manusia']	negative
USER USER Kalau gw guna kan kampret kaga bisa ngeliat bro siang hari gimame si lollll'	['gue kampret bro siang sih lollll']	positive
Presiden Joko Widodo memutuskan untuk lebih realisitis dalam mengejar pembangunan Proyek Strategis Nasional (PSN).â?¦â?¦	['presiden joko widodo putus realisitis kejar bangun proyek strategis nasional play station network']	neutral
USER USER USER USER USER USER USER REZIM SALES REZIM PENIPU PENCITRAAN SEMUA PALSU'	['rezim sales rezim tipu citra palsu']	negative
USER Jijik gua cowo2 pake baju pink2\n\nPERNAH GUA NONTON VIDKEP KAN YA. GUA KIRA CEWE. KAKINYA MUNGIL. PAKE KAOS KAKI YANG SEPAHA ITU WARNA PINK. PAKE BAJU PINK YANG PANJANG SAMPE SEPAHA\n\nPAS DIBUKA ISINYA TITIT. ASUUUUU'	['jijik gue cowok cowok pakai baju merah muda gue tonton video bokep ya gue cewek kaki mungil pakai kaos kaki paha warna merah muda pakai baju merah muda paha pas buka isi titit asuuuuu']	negative
"USER Sungguh""rezim KOPLAK..indonesia sedang sekarat..umat muslim sdg di pilah""oleh Allah SWT..antara golongan muslimin dan munafiqun.,1,0,0,1,1,0,0,0,0,0,1,0;;;;;;;;;;;;"	['sungguh rezim kocak indonesia sekarat umat muslim pilah allah subhanahu wa taala golong muslimin munafik 1 0 0 1 1 0 0 0 0 0 1 0']	negative
USER USER USER USER Jancuk \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'	['jancuk xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82']	negative
kalian ni ngapa sih nyinyirin yg hijrah padahal kan mrk cm maw nutupin koreng'	['nih sih nyinyir hijrah tutup koreng']	negative
RT USER pakai paksa-paksa jokowi balikin semua penduduk rakhin. Emang prabowo pengangguran. Banyak politikus nganggur jadi omongnya ngawur	['pakai paksa paksa jokowi kembali duduk rakhine prabowo anggur politikus anggur omong ngawur']	negative
USER ntar jatohnya musyrik tar ak masuk neraka:((	['jatuh musyrik tar masuk neraka']	negative
Mendampingi JOKOWI Di HARLAH PMII Di BANDUNG.. CAK IMIN Balik JAKARTA dengan PESAWAT KEPRESIDENAN BERSAMA PRESIDEN.. JOIN 2019; ; #CakIminTheNextWapres; #JOIN2019; ; USER USER; USER USER USER USER USER USER	['damping jokowi harlah gera mahasiswa islam indonesia bandung cak imin jaka a pesawat presiden presiden join 2019 cak imin the next wakil presiden join 2019']	neutral
USER Jualab kaos nggk laku kembali ke isu pki. Duhh gimana bisa maju'	['jual kaos laku isu partai komunis indonesia duh maju']	neutral
Jokowi USER Adalah Ahok Yang Tertunda siap-siap dipenjara juga ya pak URL	['jokowi ahok te unda penjara ya uniform resource locator']	neutral
Mengapa menggunakan bahasa Arab? Bukankah Tuhan YME menurut Pancasila berbahasa Indonesia?	['bahasa arab tuhan maha esa pancasila bahasa indonesia']	negative
USER Tapi perdebatan spt ini memang tidak dapat dihindari. Sejarah gereja pun mencatat perpecahan pertama dalam gereja terjadi waktu konsili yerusalem karena hal ini: Apakah tradisi yahudi merupakan bagian dari ajaran kristiani atau tidak?'	['debat surat pemberitahuan tahun hindar sejarah gereja catat pecah pe gereja konsili yerusalem tradisi yahudi ajar kristiani']	negative
Pantesan tim sukses Anies-Sandi ini kalo ngetwit ngaco sok jagoan	['tim sukses anies sandi mentwit kacau sok jago']	negative
USER Oii turo bom? Kajakkk'	['oi turonggo bom kajakkk']	negative
USER USER USER USER Waduh wanginya kek mbak kunti dong'	['wangi kayak mbak kunti']	negative
USER USER Bong dungu.. Cuma video 31 detik langsung ambil kesimpulan.. Kagak heran dah klo lu d sbut dungu sekolam..'	['bong dungu video 31 detik langsung ambil simpul heran dungu kolam']	neutral
Buat kalian yg pengen tau budaya Baduy, gue rencana Sabtu-minggu 14-15 April 2018 ke sana... palingan habis Rp300.000 an lah... kalo mau, kontak gue aja, kita jalan bareng. tp bkn #MaleTrip yaa; ;,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['tau budaya badui gue rencana sabtu minggu 14 15 april 2018 paling habis rp300 000 an kontak gue jalan bareng male trip ya 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER USER Hahahahaha... \nga ada orderan demo.. \nga ada nasi bungkus.. \nga ada perbaikan gizi.. \nTETAP IDIOT..!'	['haha order demo nasi bungkus baik gizi idiot']	negative
USER USER Ketika generasi tinja sangat bahagia pemimpin nya bisa berkoar koar anti aseng di jaman pilkada dan ketika selesai pilkada pengikutnya membela bahwa tinja nya aseng enak'	['generasi tinja bahagia pimpin nya koar koar anti asing jaman pilih kepala daerah selesai pilih kepala daerah ikut bela tinja nya asing enak']	negative
USER Betul..anak anak PKI mulai muncul mengikuti jejak bapaknya.	['anak anak partai komunis indonesia muncul ikut jejak bapak']	negative
Sang maestro dan sang Capres/ cawapres RI 1 nih yg Pintar dan pro wong cillik dan tdk otoriter	['sang maestro sang calon presiden calon wakil presiden ri 1 nih pintar pro orang otoriter']	neutral
banyak lagi yg dihadapai Bung karno sampai beliau jatuh dari jabatanya demi kedaulatan Indonesia. itu dikarenakan Dia yang keras menolak modal asing. #Freeport51'	['hadap karno beliau jatuh jabat daulat indonesia keras tolak modal asing freepo 51']	positive
USER Menurut saya ente bule di rezim Jokowi ini cuma ada dua pilihan beri saham 51.38% atau 2021 angkat kaki dari bumi NKRI ..'	['bule rezim jokowi pilih saham 51 38 2021 angkat kaki bumi negara satu republik indonesia']	negative
USER USER USER USER inherit agama bro.. nasib terberanak dlm islam.. ð???ð???.; ; kalau tak ntah. kahkahkah	['inherit agama bro nasib anak islam haha']	negative
RT USER makin lama bikin puyeng kepala itu pak prabowo sama amin rais itu om nada-nada bicaranya nggak bermutu.sama sekali	['bikin puyeng kepala prabowo amin rais om nada nada bicara mutu']	neutral
USER USER ganyang pki. mari kita dukung prabowo untuk 2019	['ganyang partai komunis indonesia mari dukung prabowo 2019']	negative
USER Kalo sehati cacat dong?: ('	['sehat cacat']	negative
"USER USER USER USER USER USER USER USER Yang ku khawatirkan...\n\nKlo sampai TKA ini angkat senjata, atau ""menguasai"" desa (cuma tempat singgahan/markas (mungkin)...\n\nWilayah Indonesia Timur langs,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['ku khawatir tenaga kerja asing angkat senjata kuasa desa singgah markas wilayah indonesia timur langsung 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER Ternyata dgn d takut2inya oleh tim komunis akn d KPK kan akhirnya TGB nyerah k pngkuan zionis PKIP..'	['takut tim komunis komisi berantas korupsi tuan guru bajang serah k aku zionis pkip']	negative
Adaloh orang yang suka nyinyirin pecun di timeline tapi ngelike postingan akun open BO. \xe2\x98\xba'	['lo orang suka nyinyir pecun lini suka postingan akun open bo xe2 x98 xba']	negative
USER USER Etnis cina memang ada yg ikut berjuang tapi lebih sangat banyak yg jadi penghianat jd antek belanda..	['etnis cina juang khianat antek belanda']	negative
USER Lele jamban? Yg kuning kuning dong? :('	['lele jamban kuning kuning']	negative
"Malam ini Kepala #BPIP menjadi Pembicara bersama Menteri Agama, Rektor UIN Sumut dan Habib Jindan bin Novel dlm Mengaji Indonesia ""Kita Indonesia, Kita Berbudaya"", UIN Sumut, (Medan, 11/4/18),0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['malam kepala badan bina ideologi pancasila bicara menteri agama rektor universitas islam negeri sumatra utara habib jindan bin novel aji indonesia indonesia budaya universitas islam negeri sumatra utara medan 11 4 18 0 0 0 0 0 0 0 0 0 0 0 0']	neutral
Bupati Jember Harapkan JFC 2018 jadi Semangat Geliat Ekonomi Kerakyatan.; ; Baca Selengkapnya Di:;	['bupati jember harap jfc 2018 semangat geliat ekonomi rakyat baca lengkap']	neutral
Mowaa mengatakan bahwa seluruh warga Nias akan memenangkan Djarot-Sihar di Pilkada Sumut 27 Juni nanti.; #NiasPilihDjoss	['mowaa warga nias menang djarot syiar pilih kepala daerah sumatra utara 27 juni nias pilih djarot sihar']	neutral
USER USER Apan jir?dahak?KWKWKW TOLOL'	['jir dahak wkwk tolol']	negative
USER USER USER Jika dulu tanpa Soeharto mungkin komunis sudah menguasai negeri ini. Agama tdk seperti skrng.	['soeha o komunis kuasa negeri agama sepe i']	negative
UU Antiterorisme sudah disahkan DPR. Kini aparat keamanan sudah memiliki payung hukum utk bertindak tegas dalam memerangi teroris.'	['undang undang anti terorisme sah dewan wakil rakyat aparat aman milik payung hukum be indak rang teroris']	negative
RT USER Ahok Taik. \ MENFITNAH\ . Emang lu tukang caci maki perempuannn!! Asuuu AhokPastiTumbang DebatFinalPilkadaJKT	['ahok tai fitnah tukang caci maki perempuannn anjing ahok tumbang debat final pilih kepala daerah jakarta']	negative
USER USER USER Fungsi GST utk mengurangkan beban kebergantungan kpd hasil petroleum negara..lagipun idea pelaksanaan GST datangnya dari Bank Negara bukan parti BN sendiri #GelombangBiru;	['fungsi goods and services tax kurang beban gantung hasil petroleum negara lagi ide laksana goods and services tax datang bank negara i bn gelombang biru']	neutral
Sikap ketakutan rezim di tunjukan melalui presidential threshold.\n\n#jumatberkah.'	['sikap takut rezim tunjuk presidential threshold jumat berkah']	negative
USER USER ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor	['ridwan kamil hebat top kayak ahok tukang nista agama koruptor']	negative
RT USER: USER Mereun dititah ku si Gunawan : sia asri ngaku kunyuk jadi aing nu keuna kehed.'	['titah ku sih gunawan asri aku kunyuk nu kena kehed']	positive
Betul itu kelihatannya JK mau main belakang lengserkan jokowi klo berhasil kan dia yg naik gantikan jd presiden seperti pak Harto diganti habibie	['main lengser jokowi hasil ganti presiden sepe i o ganti habibie']	negative
USER USER cermati deh.. dari pedea mules ke toilet.. ke toilet ngapain klo ga eek? eek darimna???'	['cermat deh pedean mules toilet toilet tai tai']	positive
USER Apasi anjing lu lebay geblek'	['sih anjing lebay geblek']	negative
ehem USER ... kayaknya sudah saatnya di turunkan pakde USER nih. akal sehatnya ga jalan	['hem kayak turun pakde nih akal sehat jalan']	negative
#Kertayu; #Muba; #Sedekah_Bumi; #Lempar_Lemang; #Info_Budaya; Warga Desa Kertayu menggelar tradisi sedekah bumi berupa pembuatan dan pembakaran lemang. Tradisi budaya yang rutin dilaksanakan setiap...	['ayu mubah sedekah bumi lempar lemang info budaya warga desa ayu gelar tradisi sedekah bumi buat bakar lemang tradisi budaya rutin laksana']	negative
Ini baru Presiden .; ; Keluhan bupati dn masyarakat pulau samosir masalah kekurangan kapal peri dn pelabuhan langsung di jawab dn di sanggupi .; ; Presiden memerintahkan MENHUB harus menyediakan kapal peri yg bagus thn ini Dn pembangunan pelabuhan nya ..;	['presiden keluh bupati masyarakat pulau samosir kurang kapal peri labuh langsung sanggup presiden perintah menteri hubung sedia kapal peri bagus bangun labuh nya']	neutral
Ekonomi dipegang Gerindra? Bisa hancur negara kita. Masak sarankan cetak uang sebanyak2 utk bayar hutang, jadi gk perlu hutang lg. Malah bs ngutangi negara lain. Bisa2nya bilang biaya produksi cetak uang murah. Ekonomi comberan; ; Para kecoa yg baik, yakin,1,1,0,1,0,0,0,0,1,0,1,0;;;;;;;;;;;;	['ekonomi pegang gerindra hancur negara masak saran cetak uang bayar hutang hutang utang negara bisa bilang biaya produksi cetak uang murah ekonomi comberan kecoa 1 1 0 1 0 0 0 0 1 0 1 0']	negative
USER Dulu 98 dollar 12.000 koar-koar minta rezim lengser. Sekarang sudah mau tembus 15.000 malah makin jadi penjilat penguasa. Kasihan rakyat selalu jadi korban propaganda politikus busuk.'	['98 dolar 12 000 koar koar rezim lengser tembus 15 000 jilat kuasa kasihan rakyat korban propaganda politikus busuk']	negative
USER masi pagu ngajak gelut onta'	['pagu ajak gelut onta']	negative
USER USER Lu aja pling blum pernah ngewe'	['ngewe']	negative
Prof. Jeffrey Winters: Jokowi Presiden Terlemah dalam Sejarah Indonesia ; ; Anisa dan Pembahasan Prof Jeffrey Winters ini bagus, walau ini anlisa 2015 lalu, tapi yg menjadi pembahasannya akrg byk yg terjadi.; #2019GantiPresiden; ;,1,0,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;	['prof jeffrey musim dingin jokowi presiden lemah sejarah indonesia anisa bahas prof jeffrey musim dingin bagus analisis 2015 bahas 2019 ganti presiden 1 0 1 0 0 0 0 0 1 1 0 0']	negative
Dia digendong namun tetap tdk sombong. Dipanggul namun tetap tidak merasa unggul. Dan dihormati namun tetap rendah hati. Dialah USER; ; Kalian tahu siapa mereka yg memanggul Presiden kita? Mereka adlh pasukan elit TNI penjaga kedaulatan NKRI, bukan juru,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['gendong sombong panggul unggul hormat rendah hati panggul presiden pasu elite tentara nasional indonesia jaga daulat negara satu republik indonesia juru 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ooo PKS dan FPI isl	['ooo partai adil sejahtera front bela islam isl']	neutral
USER USER Ya Allah aku berlindung kepada-Mua dari godaan setan yg terkutuk!'	['ya allah lindung mua goda setan kutuk']	negative
Pecun.kelas teri nih\xf0\x9f\x98\x80 URL	['pecun kelas teri nih xf0 x9f x98 x80 uniform resource locator']	neutral
ahok targetkan audit kisruh bantar gebang selesai bulan ini ahok mengatakan audit ini akan digunakan untuk	['ahok target audit kisruh bantar gebang selesai ahok audit']	negative
jongos cina merasa kemerdekaan indonesia cina yang kasih.	['jongos cina merdeka indonesia cina kasih']	negative
Pendapat Profesor - Pemenang Debat Pilkada Jatim	['dapat profesor menang debat pilih kepala daerah jawa timur']	neutral
kenapaa oh kenapaa diriku brengsek'	['oh diri berengsek']	negative
USER Pak USER menghapus Teroris Islam secara efektif harus dijelaskan Alquran adalah Kitab Teroris	['hapus teroris islam efektif alquran kitab teroris']	negative
USER Yawlah itu yang Daniel kalo dibeliin micin yang bego sekelurahan itu'	['ya allah daniel beli micin bego lurah']	negative
USER Namanya sesuai.\nOrg yahudi sebut Aaron. Arab sebut Harun. Yahudi sebut Yochanan. Arab sebut Yahya.'	['nama sesuai orang yahudi aron arab harun yahudi yochanan arab yahya']	negative
Mari ingatkan sekaligus dukung pemerintah, utk tetap kelola ekonomi &amp; kesejahteraan rakyat, meskipun kita berada di tahun politik *SBY*,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['mari ingat dukung perintah kelola ekonomi amp sejahtera rakyat politik susilo bambang yudhoyono 0 0 0 0 0 0 0 0 0 0 0 0']	neutral
RT USER USER USER USER USER Prabowo sangat layak jadi calon presiden tapi sangat tidak layak jadi presiden	['prabowo layak calon presiden layak presiden']	neutral
emang ya anjir kalo ke songgoriti naik motor berdua cewek cowok langsung ditawarin villa.'	['ya anjir songgoriti motor dua cewek cowok langsung tawar vila']	negative
JKW ERA: Percuma pembangunan duit utang semua..	['jokowi era bangun duit utang']	negative
Beriman kepada Allah SWT yang dungu & biadab? Anda mendungukan & membiadabkan bangsa	['iman allah subhanahu wa taala dungu biadab dungu biadab bangsa']	negative
RT USER: USER USER USER Klop prabowo pemberontak sekaligus koruptor.	['klop prabowo berontak koruptor']	positive
USER udik udah mendarah daging di kamu'	['udik darah daging']	negative
Nanti ada baju Muslim bertuliskan:; ; #2019GantiPresiden; #2019PrabowoPresiden	['baju muslim be uliskan 2019 ganti presiden 2019 prabowo presiden']	negative
Kunjungan Presiden Joko Widodo pada #PadaKaryaTunai di Pelabuhan Ratu, Sukabumi. ; ; Desa Citarik telah berhasil merubah desanya dari tempat pembuangan sampah yang bau dan kumuh menjadi tepat wisata resapan air dan menjadikan sampah sebagai produk yang mem,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['kunjung presiden joko widodo karya tunai labuh ratu sukabumi desa citarik hasil ubah desa buang sampah bau kumuh wisata resap air jadi sampah produk mem 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Pemkot Cirebon optimis mampu merekam 19.000 calon pemilih pemula yang masih berstatus pelajar SMA	['perintah kota cirebon optimis rekam 19 000 calon pilih mula status ajar']	neutral
USER Knp nun? Ada bom?'	['nun bom']	negative
sinden banci kocak princes aprilia &amp; mimin onggo inggi: URL melalui USER'	['sinden banci kocak princess aprilia amp admin onggo inggi uniform resource locator']	negative
Mobile langend memang babi anjeng xnk kasi naik rank kimakkk team Noob babi bocahh setan'	['mobile legend babi anjing xnk kasih rank kimakkk tim noob babi bocah setan']	negative
Mengenal Walpri Perempuan dalam Pilkada Bondowoso; USER	['kenal awal pribadi perempuan pilih kepala daerah bondowoso']	neutral
Bandel Juga Ini Kakek \xf0\x9f\xa4\xa3\nUSER USER USER USER\n#bokep #bokepindo #ngentot #bokepasian #crot #bokephot #horny #sange #kontol #boobs #blowjob #milf #blondecum #filmmalam #nontonbokep #bokeponline\nURL	['bandel kakek xf0 x9f xa4 xa3 bokep bokep indo ngentot bokep asia crot bokep hot horny sange kontol boobs blowjob milf blonde cum film malam tonton bokep bokep online nurl']	positive
RT USER USER Jadi dukung koruptor! Bubarkan kpk. Pantesan... dari situlah issue issue pki keluar. Dasar koruptor	['dukung koruptor bubar komisi berantas korupsi situ isu isu partai komunis indonesia dasar koruptor']	negative
USER USER TKA Cina memang dimanja....'	['tenaga kerja asing cina manja']	negative
Siapa yg bisa masukin ke google web/blogger/forum/situs dewasa aku kasih bonus\n\n#jablay #abg #lonte #bispak #bugil #naked #toge #puting #jilboob #binal #bisyar #ayamkampus #tantegirang #ngewe #ngentot #porn #naked #bigtits #PascolMania #cocktribute #c	['masuk google web blogger forum situs dewasa kasih bonus jablay abg lonte bispak bugil naked toge puting jilboobs binal bisyar ayam kampus tante girang ngewe ngentot porno naked banget pascol mania cocktribute c']	positive
Nasionalis Agamis = Soedurisme; Ir Soekarno adalah bapak nasionalis yang menyatukan rakyat. ; Gus Dur adalah sosok yang Agamis yang menyatukan umat dari berbagai agama.; ; Pak USER Dan cak USER sosok yang tepat untuk melanjutkan perjuangan Indones	['nasionalis agam soedurisme insinyur soekarno nasionalis satu rakyat gus dur sosok agam satu umat agama cak sosok lanjut juang indonesia']	neutral
USER Uteknya di silit'	['otak silit']	positive
Hanya orang bodoh jika beropini bahwa PKI tdk bangkit.presiden cuma pinter akting & pencitraan.Intelijen TNI yg bicara adanya PKI bangkit.	['orang bodoh opini partai komunis indonesia bangkit presiden pintar akting citra intelijen tentara nasional indonesia bicara partai komunis indonesia bangkit']	negative
